state,year,keyword,raw_svi,scaled_svi
US-TN,2024,Common Core,2.9166666666666665,1.4583333333333333
US-TX,2010,Common Core,3.0833333333333335,0.4008333333333334
US-TX,2011,Common Core,5.666666666666667,0.7366666666666667
US-TX,2012,Common Core,12.583333333333334,1.6358333333333335
US-TX,2013,Common Core,29.916666666666668,3.889166666666667
US-TX,2014,Common Core,59.75,7.7675
US-TX,2015,Common Core,48.75,6.3375
US-TX,2016,Common Core,34.75,4.5175
US-TX,2017,Common Core,20.0,2.6
US-TX,2018,Common Core,17.25,2.2425
US-TX,2019,Common Core,15.75,2.0475
US-TX,2020,Common Core,13.083333333333334,1.7008333333333334
US-TX,2021,Common Core,8.083333333333334,1.0508333333333335
US-TX,2022,Common Core,10.666666666666666,1.3866666666666667
US-TX,2023,Common Core,10.0,1.3
US-TX,2024,Common Core,10.25,1.3325
US-UT,2010,Common Core,3.0,1.23
US-UT,2011,Common Core,29.0,11.889999999999999
US-UT,2012,Common Core,36.666666666666664,15.033333333333331
US-UT,2013,Common Core,53.5,21.935
US-UT,2014,Common Core,68.91666666666667,28.255833333333335
US-UT,2015,Common Core,42.916666666666664,17.59583333333333
US-UT,2016,Common Core,33.083333333333336,13.564166666666667
US-UT,2017,Common Core,21.166666666666668,8.678333333333333
US-UT,2018,Common Core,16.416666666666668,6.730833333333333
US-UT,2019,Common Core,13.416666666666666,5.500833333333333
US-UT,2020,Common Core,10.5,4.305
US-UT,2021,Common Core,5.25,2.1525
US-UT,2022,Common Core,7.416666666666667,3.040833333333333
US-UT,2023,Common Core,6.333333333333333,2.5966666666666662
US-UT,2024,Common Core,6.0,2.46
US-VT,2010,Common Core,0.0,0.0
US-VT,2011,Common Core,13.333333333333334,10.933333333333334
US-VT,2012,Common Core,38.666666666666664,31.706666666666663
US-VT,2013,Common Core,65.0,53.3
US-VT,2014,Common Core,71.66666666666667,58.766666666666666
US-VT,2015,Common Core,59.833333333333336,49.06333333333333
US-VT,2016,Common Core,42.083333333333336,34.50833333333333
US-VT,2017,Common Core,30.583333333333332,25.07833333333333
US-VT,2018,Common Core,25.333333333333332,20.77333333333333
US-VT,2019,Common Core,22.0,18.04
US-VT,2020,Common Core,15.75,12.915
US-VT,2021,Common Core,1.9166666666666667,1.5716666666666665
US-VT,2022,Common Core,9.416666666666666,7.721666666666666
US-VT,2023,Common Core,10.833333333333334,8.883333333333333
US-VT,2024,Common Core,5.333333333333333,4.373333333333333
US-VA,2010,Common Core,1.8333333333333333,0.32999999999999996
US-VA,2011,Common Core,8.083333333333334,1.455
US-VA,2012,Common Core,15.5,2.79
US-VA,2013,Common Core,37.083333333333336,6.675
US-VA,2014,Common Core,45.75,8.235
US-VA,2015,Common Core,35.083333333333336,6.315
US-VA,2016,Common Core,36.0,6.4799999999999995
US-VA,2017,Common Core,21.583333333333332,3.885
US-VA,2018,Common Core,19.833333333333332,3.57
